sku,shortEmb,longEmb
35101723,"קוטל עשבים כללי, בלתי בררני, הקוטל צמחיה חד ורב שנתית קיימת.","קוטל עשבים כללי, בלתי בררני, הקוטל צמחיה חד ורב שנתית קיימת. התכשיר חסר פעילות שאריתית בקרקע ואינו מונע הצצה של עשבי הבר או צמחי התרבות. קליטת התכשיר מתבצעת דרך חלקי הצמח הירוקים ואין קליטה באמצעות מערכת השורשים. יש להימנע מהמטרה במשך 48 שעות מיישום."
35101870,"קוטל פטריות להדברת מחלות ואקריות. מדביר את מחלת הקמחון המיושם באיבוק למניעת מחלות במטע, בכרם, בירקות או בפרחים.","קוטל פטריות להדברת מחלות ואקריות. מדביר את מחלת הקמחון המיושם באיבוק למניעת מחלות במטע, בכרם, בירקות או בפרחים. לתכשיר פעילות משנית נגד אקריות. אין לטפל בתכשיר זה יותר משני יישומים עוקבים. לפני החזרה לשימוש בתכשיר, יש ליישם שני טיפולים בתכשיר בעל חומר פעיל שונה, רצוי שיהיה בקבוצה כימית שונה או בעל מנגנון פעולה שונה, להדברת אותו צירוף גידול פגע."
35101910,"קוטל פטריות להדברת מחלות ואקריות. מדביר את מחלת הקמחון המיושם באיבוק למניעת מחלות במטע, בכרם, בירקות או בפרחים.","קוטל פטריות להדברת מחלות ואקריות. מדביר את מחלת הקמחון המיושם באיבוק למניעת מחלות במטע, בכרם, בירקות או בפרחים. לתכשיר פעילות משנית נגד אקריות. אין לטפל בתכשיר זה יותר משני יישומים עוקבים. לפני החזרה לשימוש בתכשיר, יש ליישם שני טיפולים בתכשיר בעל חומר פעיל שונה, רצוי שיהיה בקבוצה כימית שונה או בעל מנגנון פעולה שונה, להדברת אותו צירוף גידול פגע."
35102045,תרכיז מתחלב להדברה בררנית של דגניים חד שנתיים ורב שנתיים.,"תרכיז מתחלב להדברה בררנית של דגניים חד שנתיים ורב שנתיים. דגנול הינו קוטל עשבים סיסטמי בררני לגידולים רחבי עלים ומיועד להדברת דגניים חד-שנתיים ורב-שנתיים לאחר הצצתם, במטעים ובגידולים רחבי עלים. דגנול F נקלט בעיקר דרך העלווה, תוך הצטברות בנקודות הצימוח. צימוח העשבייה נפסק מספר ימים לאחר מועד הריסוס. הדברת העשבייה מתקבלת לרוב, תוך 2-4 שבועות ממועד היישום. בהתאם לסוג העשב, גילו ותנאי האקלים."
35102410,תרכיז מתחלב להדברת קמחון במטעים וירקות. קוטל מחלות המבוסס על שני חומרים פעילים להדברת קימחון במטעים וירקות.,"תרכיז מתחלב להדברת קמחון במטעים וירקות. קוטל מחלות המבוסס על שני חומרים פעילים להדברת קימחון במטעים וירקות. במקרים בהם לא מצויין אחרת, מותר להשתמש בתכשיר עד פעמיים בעונת גידול ולא ברצף! בין היישומים, יש לוודא שמטפלים בתכשיר אחר, שאינו מכיל את אותם החומרים הפעילים. זאת, על מנת להמנע ממקרים של שאריות חריגות בקטיף."
35102592,"תרכיז רחיף להדברת קמחון, קמחונית, ואקרית החלודה הליוגרופית. תרכיז רחיף להדברת קימחון, קימחונית ואקרית החלודה בהדרים, במטעים ובירקות. התכשיר אינו פוגע בצרעות אנגירוס ופשפשי אוריוס.","תרכיז רחיף להדברת קמחון, קמחונית, ואקרית החלודההליוגרופית.תרכיז רחיף להדברת קימחון, קימחונית ואקרית החלודה בהדרים, במטעים ובירקות.התכשיר אינו פוגע בצרעות אנגירוס ופשפשי אוריוס."
35102595,"תרכיז רחיף להדברת חלפת, קמחון וקמחונית. תכשיר קוטל פטריות סיסטמי טרנסלמינרי מקבוצת הטריאזולים, המיועד להדברת חלפת בגזר, בתפו&ldquo;א ובהדרים, להדברת קימחון בגזר ולהדברת קימחונית בפרח שעווה וקימלון בהדרים.","תרכיז רחיף להדברת חלפת, קמחון וקמחונית. תכשיר קוטל פטריות סיסטמי טרנסלמינרי מקבוצת הטריאזולים, המיועד להדברת חלפת בגזר, בתפו&ldquo;א ובהדרים, להדברת קימחון בגזר ולהדברת קימחונית בפרח שעווה וקימלון בהדרים. בהעדר הוראת שימוש אחרת, מותר להשתמש בתכשיר עד פעמיים בעונת גידול ולא ברצף! בין היישומים, יש לוודא שמטפלים בתכשיר אחר, שאינו מכיל את אותו החומר הפעיל. זאת על מנת להימנע ממקרים של שאריות חריגות בקטיף."
35102925,"אבקה מסיסה להדברת חרקים בשקית נמסה. קוטל חרקים סיסטמי מקבוצת הקרבמטים (מעכבי האנזים כולין אסטראז) להדברת חרקים בתירס, בירקות, בכותנה, בפרחים ובתבלינים.","אבקה מסיסה להדברת חרקים בשקית נמסה. קוטל חרקים סיסטמי מקבוצת הקרבמטים (מעכבי האנזים כולין אסטראז) להדברת חרקים בתירס, בירקות, בכותנה, בפרחים ובתבלינים. התכשיר פועל כרעל מגע וכרעל קיבה. אין לטפל בתכשיר זה יותר משני יישומים עוקבים. לפני החזרה לשימוש בתכשיר, יש ליישם שני טיפולים בתכשיר מקבוצה כימית שונה להדברת אותו צירוף גידול פגע."
35102978,"פתיון מוכן לשימוש להדברת חולדות ועכברים במשק חקלאי כגון: מבני משק, לולים, רפתות, חממות ומחסנים. הפתיון עמיד בפני לחות. לא לשימוש בשדה פתוח ולא לשימוש ביתי! *מומלץ להשתמש בתיבת האכלה","פתיון מוכן לשימוש להדברת חולדות ועכברים במשק חקלאי כגון: מבני משק, לולים, רפתות, חממות ומחסנים. הפתיון עמיד בפני לחות. לא לשימוש בשדה פתוח ולא לשימוש ביתי! תכולת הפראפין בפתיון מאפשרת לו עמידות בתנאי לחות קשים. הבלוק מכיל חור מרכזי המאפשר תפיסתו עי מסמר או חוט מתכת על מנת לייצבו במקום. אזהרות לאדם: מאוד רעיל במגע עם עור ובליעה- עלול לגרום נזק חמור בבריאות. אזהרות לסביבה: רעיל לדגים, אין להשתמש בקרבת מקור מים, רעיל לבעח לרבות ציפורים וחיות מחמד. אמצעי בטיחות: יש להשתמש בבגדי מגן וכפפות גומי בעת השימוש, שמור במקום נעול, הרחק מהישג ידם של ילדים. יש לשמור את האריזה סגורה היטב. יש להרחיק ממזון, משקאות ומזון לבעח. אין לעשן, לאכול או לשתות בזמן שימוש החומר. מנע מגע של התכשיר עם העור, עיניים והבגדים. במקרה של מגע עם העור יש לשטוף מיד במים וסבון. אין לזהם מזון, שתייה, מזון לבעח ומקורות מים. בתום השימוש יש לרחוץ ידיים היטב במים וסבון ולכבס בנפרד את בגדי העבודה."
35102980,,
35102981,פיתיון מוכן לשימוש להדברת חולדות ועכברים במשק חקלאי- עמיד בפני לחות. לא לשימוש בשדה פתוח ולא לשימוש ביתי.,פיתיון מוכן לשימוש להדברת חולדות ועכברים במשק חקלאי- עמיד בפני לחות.לא לשימוש בשדה פתוח ולא לשימוש ביתי
35103001,פיתיון פסטה מוכן לשימוש להדברת חולדות ועכברים.,פיתיון פסטה מוכן לשימוש להדברת חולדות ועכברים. פיתיון מוכן לשימוש המכיל חומר אנטיקואגולנטי (מונע קרישת דם) מכיל חומר מר (Denatonium Benzoate). הפסטה הירוקה - הבטוחה ביותר לסביבה והכי פחות מזיקה ליונקים אחרים.
35103350,"אבקה רטיבה תכשיר להדברת פטריות. מרפאן 50 קוטל פטריות מקבוצת הפטלמידים להדברת מחלות במטעים, בכרם, בפרחים ולסניטציה של בתי אריזה.","אבקה רטיבה תכשיר להדברת פטריות. מרפאן 50 קוטל פטריות מקבוצת הפטלמידים להדברת מחלות במטעים, בכרם, בפרחים ולסניטציה של בתי אריזה. אין לטפל בתכשיר זה יותר משני יישומים עוקבים. לפני החזרה לשימוש בתכשיר, יש ליישם שני טיפולים בתכשיר בעל חומר פעיל שונה, רצוי שיהיה מקבוצה כימית שונה או בעל מנגנון פעולה שונה, להדברת אותו צירוף גידול פגע. אין לטפל בשמנים 6 שבועות לאחר ולפני ריסוס במרפאן."
35103371,קוטל נמטודות מקבוצה כימית חדשה להדברת נמטודות יוצרות עפצים בירקות.,"קוטל נמטודות מקבוצה כימית חדשה להדברת נמטודות יוצרות עפצים בירקות. קוטל נמטודות מקבוצה כימית חדשה sulfones fluoroalkeynyl Heterocyclic ,להדברת נמטודות יוצרות עפצים בירקות. מומלץ לטפל בנימיץ לאחר טיפול בתכשיר אדיגן סופר. התכשיר מדביר נמטודות פעילות בלבד, לכן יישום התכשיר כאשר הנמטודות בתרדמה/לא פעילות (טמפרטורת קרקע נמוכה מ-15&ordm;C) יפגע במשך פעילות התכשיר. נמטודות שנחשפו לתכשיר יודברו. לכן מספר חודשים לאחר הטיפול, יש לבחון טיפולים נוספים כדוגמאת נמקיל, עקב גידול השורש לאזור לא מטופל בתכשיר או נדידת הנמטודות לאזור בית השורשים."
35103557,"תרכיז מתחלב להדברת מחלות צמחים. סיסטאן 24 קוטל פטריות מקבוצת הטריאזולים הפועל עי פגיעה בסינטזת הארגוסטרול. להדברת מחלות הקימחון, חילדון וקימחונית במטע, בירקות ובפרחים. התכשיר יעיל בריסוסים מונעים ותגובתיים.","תרכיז מתחלב להדברת מחלות צמחים. סיסטאן 24 קוטל פטריות מקבוצת הטריאזולים הפועל עי פגיעה בסינטזת הארגוסטרול. להדברת מחלות הקימחון, חילדון וקימחונית במטע, בירקות ובפרחים. התכשיר יעיל בריסוסים מונעים ותגובתיים. מותר להשתמש בתכשיר עד פעמיים בעונת גידול ולא ברצף! בין היישומים, יש לוודא שמטפלים בתכשיר אחר, שאינו מכיל אות אותו החומר הפעיל. זאת על מנת להמנע ממקרים של שאריות חריגות בקטיף."
35103570,"תכשיר רב עוצמה המכיל lambada cyhalothrin להדברת מזיקים כגון זבובים (זבוב הבקר, זבוב הבית), קרציות(כגון קרצית הכלב) ופרעושים. מורכב מפורמולציה על בסיס מים. ניתן לשימוש בבתי גידול של בעלי חיים כגון לולים, רפתות, אורוות ומלונות כלבים. יש ליישם כאשר בעל החיים לא נמצא.","תכשיר רב עוצמה המכיל lambada cyhalothrin להדברת מזיקים כגון זבובים (זבוב הבקר, זבוב הבית), קרציות(כגון קרצית הכלב) ופרעושים. מורכב מפורמולציה על בסיס מים. ניתן לשימוש בבתי גידול של בעלי חיים כגון לולים, רפתות, אורוות ומלונות כלבים. יש ליישם כאשר בעל החיים לא נמצא. הוראות שימוש: התכשיר מיועד לטיפול במבני משק ריקים מבעלי חיים: דירי צאן, אורוות סוסים, רפתות, מלונות כלבים במשק החקלאי ולולים. לפני התחלת היישום יש לפנות את בעלי החיים מהמבנים ולכסות את השקתות ואת כלי האוכל של בעלי החיים. ריסוס במינון של 6 סמק סניור ב1- ליטר מים, בכל שטח המבנה הנגוע, כולל קירות המבנים עד לגובה של 2 מטר, וכן את כל השטח שמסביב למבנה. הכניסה למבנה לבני אדם ובעלי חיים תתאפשר רק לאחר התייבשות מלאה של החומר ולא פחות מארבע שעות לאחר היישום."
35103573,"תכשיר יעיל מאוד להדברת מזיקים בחצר כגון פרעושים, קרציות ויתושים.","תכשיר יעיל מאוד להדברת מזיקים בחצר כגון פרעושים, קרציות ויתושים. תחליב שמן במים להדברת פשפש מיטה, תיקנים, פרעושים, קרציות, נמלים וחרקים זוחלים אחרים. יתושים וזבובים בוגרים."
35104010,"קוהינור ADAMA Kohinor הינו תכשיר סיסטמי מקבוצת הכלורוניקוטיניל, מיועד להדברת מזיקים שונים.","קוהינור ADAMA Kohinor הינו תכשיר סיסטמי מקבוצת הכלורוניקוטיניל, מיועד להדברת מזיקים שונים. התכשיר פועל כרעל קיבה ומגע. אין לרסס יותר משני ריסוסים עוקבים. לפני החזרה לשימוש בתכשיר, יש ליישם שני טיפולים בתכשירים בעלי מנגנון פעולה שונה (קב כימית שונה) להדברת אותו צירוף פגע &ndash; גידול. מכיל: l/g 350 Imidacloprid. דרגת רעילות: III &ndash; מסוכן לבריאות אזהרה: התכשיר מסוכן בבליעה. סכנות לסביבה: התכשיר פוגע בדבורים. יש להכניס את הדבורים שבועיים מיום הטיפול. רעיל לבעלי חיים ימיים."
35104230,"תרכיז מתחלב, קוטל חרקים סיסטמי להדברת מזיקים במטעים.","תרכיז מתחלב, קוטל חרקים סיסטמי להדברת מזיקים במטעים."
35104250,"תרכיז מתחלב, קוטל חרקים סיסטמי להדברת מזיקים במטעים.","תרכיז מתחלב, קוטל חרקים סיסטמי להדברת מזיקים במטעים."
36501082,"אמריליו הינו דבק לוכד חרקים המיועד להכנת יריעות ולוחות דביקים. משמש ללכידת זבובים וחרקים מעופפים נוספים במטעים,חממות, רפתות,לולים,אורוות וכד.","אמריליו הינו דבק לוכד חרקים המיועד להכנת יריעות ולוחות דביקים. משמש ללכידת זבובים וחרקים מעופפים נוספים במטעים,חממות, רפתות,לולים,אורוות וכד. הדבק אינו רעיל ועל בסיס מים. לאחר היישום מתקבל משטח דביק בעל יכולת לכידה גבוהה, למגוון רחב של חרקים מעופפים. החומר שומר על דביקות למשך זמן רב, אינו מתייבש ואינו נשטף (בגשם או בהמטרה). החומר שומר על יעילותו בתנאי חממה לתקופה של עד שלושה חודשים. משך הפעילות יתקצר בשטחים פתוחים או בסביבה חשופה לאבק מסיבי ולשמש. המשטח הדביק ניתן לחידוש על ידי יישום שכבה נוספת על פני השכבה הקודמת בכל עת. התכשיר אינו מכיל ממיסים אורגניים או חומרי הדברה."
36501384,להדברת חדקונית הדקל ומזיקים נוספים בירקות ומטע.,"להדברת חדקונית הדקל ומזיקים נוספים בירקות ומטע. טוטם‭ ‬הינו‭ ‬קוטל‭ ‬חרקים‭ ‬להדברת‭ ‬חדקונית הדקל ומזיקים נוספים‭ ‬בירקות‭ ‬ומטע‭. ‬ התערובת‭ ‬של‭ ‬שני‭ ‬חומרים‭ ‬פעילים‭ ‬משפרת‭ ‬את‭ ‬הפעילות‭ ‬ומאפשרת‭ ‬הדברה‭ ‬של‭ ‬מזיקים‭ ‬שפיתחו‭ ‬עמידות‭ ‬חלקית‭.‬ החומר‭ ‬משווק‭ ‬בתוארית‭ ‬קפסולרית‭ ‬ייחודית‭. ‬ הקפסולות‭ ‬מגינות‭ ‬על‭ ‬המשתמש‭, ‬מבטיחות‭ ‬פיזור‭ ‬טוב‭ ‬יותר‭ ‬ומשך‭ ‬פעילות‭ ‬משופר‭.‬"
36501421,"קוטל חרקים, להדברת נמלים במדשאות נוי ובשתילי הדרים.","קוטל חרקים, להדברת נמלים במדשאות נוי ובשתילי הדרים. טלסטאר‭ ‬גרגרי‭ ‬הינו‭ ‬קוטל‭ ‬חרקים‭ ‬להדברת‭ ‬נמלים‭ ‬במידשאות‭ ‬נוי‭ ‬ובשתילי‭ ‬הדרים. ‬ התכשיר‭ ‬מיועד‭ ‬לקטילת‭ ‬נמלים‭ ‬בקינים‭ ‬ולפיזור‭ ‬שטח‭ ‬להדברה‭ ‬ולמניעה‭ ‬של‭ ‬התחדשות‭ ‬של‭ ‬אוכלוסיית‭ ‬הנמלים‭ ‬לאורך‭ ‬זמן‭.‬ התכשיר‭ ‬אינו‭ ‬מעלה‭ ‬אבק‭ ‬והוא‭ ‬חסר‭ ‬ריח‭. ‬הגרגרים‭ ‬כבדים‭ ‬יחסית‭ ‬ולכן‭ ‬חודרים‭ ‬ביעילות‭ ‬אל‭ ‬הקרקע‭ ‬בבסיס‭ ‬הדשא‭,‬ או‭ ‬כאשר‭ ‬הקרקע‭ ‬מכוסה‭ ‬בעשביה‭ ‬אחרת‭.‬"
36501422,"קוטל חרקים, להדברת נמלים במדשאות נוי ובשתילי הדרים.","קוטל חרקים, להדברת נמלים במדשאות נוי ובשתילי הדרים. טלסטאר‭ ‬גרגרי‭ ‬הינו‭ ‬קוטל‭ ‬חרקים‭ ‬להדברת‭ ‬נמלים‭ ‬במידשאות‭ ‬נוי‭ ‬ובשתילי‭ ‬הדרים. ‬ התכשיר‭ ‬מיועד‭ ‬לקטילת‭ ‬נמלים‭ ‬בקינים‭ ‬ולפיזור‭ ‬שטח‭ ‬להדברה‭ ‬ולמניעה‭ ‬של‭ ‬התחדשות‭ ‬של‭ ‬אוכלוסיית‭ ‬הנמלים‭ ‬לאורך‭ ‬זמן‭.‬ התכשיר‭ ‬אינו‭ ‬מעלה‭ ‬אבק‭ ‬והוא‭ ‬חסר‭ ‬ריח‭. ‬הגרגרים‭ ‬כבדים‭ ‬יחסית‭ ‬ולכן‭ ‬חודרים‭ ‬ביעילות‭ ‬אל‭ ‬הקרקע‭ ‬בבסיס‭ ‬הדשא‭,‬ או‭ ‬כאשר‭ ‬הקרקע‭ ‬מכוסה‭ ‬בעשביה‭ ‬אחרת‭.‬"
36501450,"טיטאן‭ ‬20‭ ‬הינו תרכיז מתחלב,‭ ‬קוטל‭ ‬חרקים‭ ‬מקבוצת‭ ‬הפירתרינים‭ ‬הסינתטיים‭ , ‬הפועל‭ ‬כרעל‭ ‬מגע‭ ‬וכרעל‭ ‬קיבה.","תרכיז מתחלב קוטל חרקיםטיטאן‭ ‬20‭ ‬הינו‭ ‬קוטל‭ ‬חרקים‭ ‬מקבוצת‭ ‬הפירתרינים‭ ‬הסינתטיים‭ , ‬הפועל‭ ‬כרעל‭ ‬מגע‭ ‬וכרעל‭ ‬קיבה"
36501505,"תרכיז מתחלב קוטל חרקים, להדברת נמלים במדשאות נוי ובשתילי הדרים.","תרכיז מתחלב קוטל חרקים, להדברת נמלים במדשאות נוי ובשתילי הדרים. טלסטאר‭ ‬‬הינו‭ ‬קוטל‭ ‬חרקים‭ ‬מקבוצת‭ ‬הפירתרואידים‭ ‬הסינתטיים‭.‬ התכשיר‭ ‬יעיל‭ ‬נגד‭ ‬מגוון‭ ‬רחב‭ ‬של‭ ‬מזיקים‭ ‬השייכים‭ ‬לסדרות‭ ‬חרקים‭ ‬שונות‭.‬ בטיחותו‭ ‬של‭ ‬טלסטאר‭ ‬לגידולים‭ ‬המומלצים‭ ‬גבוהה‭.‬"
36501510,"תרכיז מתחלב קוטל חרקים, להדברת נמלים במדשאות נוי ובשתילי הדרים.","תרכיז מתחלב קוטל חרקים, להדברת נמלים במדשאות נוי ובשתילי הדרים. טלסטאר‭ ‬‬הינו‭ ‬קוטל‭ ‬חרקים‭ ‬מקבוצת‭ ‬הפירתרואידים‭ ‬הסינתטיים‭.‬ התכשיר‭ ‬יעיל‭ ‬נגד‭ ‬מגוון‭ ‬רחב‭ ‬של‭ ‬מזיקים‭ ‬השייכים‭ ‬לסדרות‭ ‬חרקים‭ ‬שונות‭.‬ בטיחותו‭ ‬של‭ ‬טלסטאר‭ ‬לגידולים‭ ‬המומלצים‭ ‬גבוהה‭.‬"
36501620,תרכיז רחיף קוטל חרקים ואקריות בירקות.,"תרכיז רחיף קוטל חרקים ואקריות בירקות. פיראט הינו קוטל חרקים ואקריות הפועל בעיקר כרעל קיבה אך גם כרעל מגע. פיראט גורם לעיכוב תהליך הנשימה בחרקים ושייך לקבוצה כימית חדשה ולכן ידביר חרקים שפיתחו עמידות לקבוצות כימיות מוכרות. להבטחת יעילות ההדברה יש לרסס בנפח תרסיס המבטיח כסוי מושלם של הצמחים. פיראט רעיל במגע ישיר לאויבים טבעיים כדוגמת צרעות טפילות,אקריות טורפות ופשפשים טורפים."
36501815,תרכיז נוזלי להדברת עשבים חד ורב שנתיים. גלייפוס הינו קוטל עשבים לא ברירני ובעל טווח פעילות רחב מאוד הקוטל עשבייה קיימת של חד ורב שנתיים.,"תרכיז נוזלי להדברת עשבים חד ורב שנתיים. גלייפוס הינו קוטל עשבים לא ברירני ובעל טווח פעילות רחב מאוד הקוטל עשבייה קיימת של חד ורב שנתיים. התכשיר הינו בעל פעילות סיסטמית ולאחר ריסוסו הוא נקלט על ידי עלוות העשב ומועבר לחלקי הצמח התת קרקעיים וגורם לתמותת העשבים, ובכללם עשבים רב שנתיים בעלי מערכת שורשים מפותחת. עשבים המרוססים בגלייפוס מגיבים כבר לאחר מספר ימים, מפסיקים לגדול, מצהיבים ומתים. מהירות פעולתו של התכשיר משתנה בהתאם לסוגי העשב המטופלים ותנאי מזג האויר ויכולה לנוע בין מספר ימים למספר שבועות. גלייפוס קוטל את רוב העשבים החד שנתיים ואת העשבים הרב שנתיים המפורטים בתוית, במינונים הרשומים בטבלה. גלייפוס קוטל רק עשבים קיימים, אשר נופם יכוסה בתרסיס. אין לו כל פעילות למניעת הצצה של עשבים. התכשיר מאבד את פעילותו בבואו במגע עם הקרקע, וניתן לזרוע גידולים חקלאיים מייד לאחר הריסוס בו, אך אין להשתמש בתכשיר סמוך לפני שתילה. בזמן ריסוס עם גלייפוס, יש להמנע מפגיעה בעלווה הירוקה ובגזעים בלתי מעוצים של הגידולים החקלאיים. לאחר הריסוס, אין לעבד את הקרקע לפני תום שבוע ממועד הריסוס."
36501895,"תכשיר סיסטמי להדברת כשותית במלפפון, מלון, בצל, צנונית, חמצה, חסה, צמחי תבלין וגפן. להדברת ריקבון חום, ריקבון שורש וחלפת בהדרים, ריקבון שורש באבוקדו, ומללת (בוטריוספריה) באבוקדו, נקטרינה ואפרס","תכשיר סיסטמי להדברת כשותית במלפפון, מלון, בצל, צנונית, חמצה, חסה, צמחי תבלין וגפן. להדברת ריקבון חום, ריקבון שורש וחלפת בהדרים, ריקבון שורש באבוקדו, ומללת (בוטריוספריה) באבוקדו, נקטרינה ואפרסק מכיל: Potassium phosphite 780 גרם בליטר (500 גר׳ חומצה זרחיתית בליטר) קנון הינו תכשיר בעל השפעה סיסטמית המכיל את היסודות אשלגן וזרחן.האניון הזרחיתי שבתכשיר,יעיל במניעה והדברה של מחלות צמחים באמצעות פגיעה ישירה בפטריה והגברת תינגודת הצמח למחלה.לקטיון האשלגני אפקט דישוני.התכשיר אינו רעיל למשתמש ולסביבה ואינו מלכלך את הפרי.להשגת תוצאות מירביות בהדברת המחלות המפורטות בתוית יש להתחיל בטיפולים לפני הופעת המחלה או עם ראשית הנגיעות.למניעת כשותיות,וכפועל יוצא ממנגנון הפעולה של קנון,מומלץ ליישם לפחות 3-2 ריסוסים ברצף.להדברת שאר המחלות יש לעקוב בקפידה אחר הוראות התוית."
36501899,"קוטל פטריות להדברה ומניעה של מחלות בהדרים, בגפן, במנגו, ברימון, בעגבניה, בבצל, בשום ובצמחי תבלין, חסה וצנונית","קוטל פטריות להדברה ומניעה של מחלות בהדרים, בגפן, במנגו, ברימון, בעגבניה, בבצל, בשום ובצמחי תבלין, חסה וצנונית מכיל: Potassium phosphite - 580 גר׳/ל׳ (שווה ערך ל-300 גר׳/ל׳ חומצה זרחתית) Copper oxychloride &ndash; 350 גר׳/ל׳ (שווה ערך ל-200 גר׳/ל׳ נחושת) הרקולס‭ ‬מכיל‭ ‬שני‭ ‬מרכיבים‭ ‬פעילים‭:‬ מרכיב‭ ‬סיסטמי‭,‬ (חומצה‭ ‬זרחיתית)‭ ,‬המשפיע‭ ‬ישירות‭ ‬על‭ ‬חלק‭ ‬מן‭ ‬הפטריות‭,‬ כגון‭ ‬מיני‭ ‬פיטופטורה‭ ‬וכשותיות‭ ,‬ובנוסף‭ ‬מגביר‭ ‬את‭ ‬התנגודת‭ ‬הטבעית‭ ‬של‭ ‬הצמח‭ ‬לפטריות‭ .‬מרכיב‭ ‬מניעתי‭ ,‬(נחושת)‭,‬ המוסיף‭ ‬להגנה‭ ‬המתמשכת‭ ‬מפני‭ ‬הדבקה‭ ‬בפטריות‭ ‬וחיידקים‭.‬"
36601400,קוטל פטריות.,קוטל פטריות. מכיל: 300 ‭‬גרם‭ ‬Pyriofenone ‭ ‬בליטר קאסורי הינו קוטל מחלות חדש השייך לקבוצה כימית חדשה שמנגנון פעולתה לא ידוע עדיין.וויואנדו הינו התכשיר היחיד מקבוצה זו ולכן מומלץ לא לרסס את שני התכשירים האלה ברצף. התכשיר בעל פעילות מניעה יעילה ויוצא דופן במשך פעילותו הארוך.
36601530,"תחליב שמן במים. קוטל חרקים להדברת מגוון מזיקים בירקות, במטעים ובפרחים.","תחליב שמן במים. קוטל חרקים להדברת מגוון מזיקים בירקות, במטעים ובפרחים. רופאסט‭ ‬שייך‭ ‬לקבוצת‭ ‬הפירטרואידים‭ ‬ופעיל‭ ‬נגד‭ ‬החרקים‭ ‬במגע‭ ‬ובבליעה‭.‬"
37101240,שמן OL - קוטל מחלות ואקריות תכשיר טבעי ממקור צמחי.,"שמן OL - קוטל מחלות ואקריות תכשיר טבעי ממקור צמחי. נימגארד, הינו תכשיר טבעי המופק מזרעי עץ האזדרכת ההודית (נים) המשמש להדברת המחלות: קמחון, קמחונית, כימשון וחלפת. נימגארד פועל הן במניעת ההידבקות במחלות והן בהדברה וריפוי נגיעות קיימת. נימגארד קוטל אקריות קורים, פוגע בכל הדרגות, כולל בביצי האקריות. התכשיר אינו פוגע באקריות טורפות. אין לרסס יותר משני יישומים עוקבים. לפני החזרה לשימוש בתכשיר יש ליישם שני טיפולים מתכשירים מקבוצה כימית שונה להדברת אותו צירוף גידול-פגע."
37105001,"תכשיר מתחלב להדברת כל סוגי התיקנים, נמלים ומעופפים.","תכשיר מתחלב להדברת כל סוגי התיקנים, נמלים ומעופפים."
37105005,,
38600192,"אבקה להדברת טפילים חיצוניים על עופות וסביבתם באיבוק, יעיל ביותר כנגד כל טווח הטפילים החיצוניים בעופות. תכשיר בטוח לשימוש בסביבת האדם ולעופות ואינו גורם לתופעות לוואי.","אבקה, תכשיר להדברת טפילים חיצוניים על עופות וסביבתם באיבוק, יעיל ביותר כנגד כל טווח הטפילים החיצוניים בעופות. תכשיר בטוח לשימוש בסביבת האדם ולעופות ואינו גורם לתופעות לוואי."
38600945,,
38600991,"תרכיז מתחלב להדברת עשבים קיימים ולמניעת הצצה של מיני עשבים חד שנתיים שונים במטעים (נשירים, סובטרופיים, כרם, הדרים), ירקות, יער, פרחים ועצי נוי.",
38601003,"תכשיר להדברת מגוון חרקים. ביומקטין הינו תכשיר המיועד להדברת מגוון חרקים: מנהרנים, תריפסים, פסילת האגס ואקריות.","תכשיר להדברת מגוון חרקים. ביומקטין הינו תכשיר המיועד להדברת מגוון חרקים: מנהרנים, תריפסים, פסילת האגס ואקריות. ביומקטין מכיל אבמקטין כחומר פעיל, אבמקטין הינו תוצר טבעי של מיני מיקרואורגניזמים שוכני קרקע. התכשיר נקלט ברקמות הצמח ונע בהם בתנועה טרנסלמינרית. התכשיר פועל על המזיק, בעיקר דרך מערכת העיכול ובמגע. אם כי, רעילותו במגע יחסית נמוכה. מנגנון הפעולה של אבמקטין בהדברת חרקים ואקריות קשור בפגיעה במערכת העצבים של המזיק. מזיק שנחשף לתכשיר מאבד את כושר התנועה שלו תוך זמן קצר מחשיפה והתמותה מושגת תוך מספר ימים מהיישום."
38601014,תרכיז נוזלי. תוסף לשיפור הקליטה של קוטלי עשבים בלתי בררניים.,תרכיז נוזלי. תוסף לשיפור הקליטה של קוטלי עשבים בלתי בררניים
38601063,להדברת מחלת הכימשון בתפוא ועגבנייה וכשותית בכרם תכשיר סיסטמי מקבוצת המורפילידים המיועד להדברת מחלת הכימשון בתפוא ועגבנייה וכשותית בכרם.,
38601075,"להדברת תיקנים, פשפשי מיטה וחרקים זוחלים אחרים וזבובים וחרקים מעופפים אחרים.",
38601094,"תרכיז נוזלי קוטל עשבים בעל פעילות סיסטמית המיועד להדברת עשבים קיימים למעט נזמית, סרפד, חלמית, ינבוט והגא.","תרכיז נוזלי קוטל עשבים בעל פעילות סיסטמית המיועד להדברת עשבים קיימים למעט נזמית, סרפד, חלמית, ינבוט והגא. טייפון נקלט על ידי עלוות הצמח ומובל לחלקי הצמח השונים כולל חלקים תת קרקעיים. מהירות התגובה לתכשיר תלויה בגורמי מזג אויר ומצבו של העשב המודבר. לאחר ריסוס עשבים רב שנתיים יש להימנע לפחות במשך 7 ימים לפחות מעיבודי קרקע הפוגעים בעשבים בשטח המטופל. תוצאות הדברה ניתן לראות תוך 2 - 6 שבועות מיום הטיפול, בהתאם למזג האוויר ומצב הצימוח."
